cycle_index,Qd,td,Ro,tcc,tcv,Q_max,Q_min,Q_mean,Q_var,Q_skew,Q_kurt,Q_quar1,Q_medi,Q_quar3,Q_iqr,V_max,V_min,V_mean,V_var,V_skew,V_kurt,V_quar1,V_medi,V_quar3,V_iqr,T_max,T_min,T_mean,T_var,T_skew,T_kurt,T_quar1,T_medi,T_quar3,T_iqr,t_max,t_min,t_mean,t_var,t_skew,t_kurt,t_quar1,t_medi,t_quar3,t_iqr,dQV_max,dQV_min,dQV_mean,dQV_var,dQV_skew,dQV_kurt,dQV_quar1,dQV_medi,dQV_quar3,dQV_iqr,dTV_max,dTV_min,dTV_mean,dTV_var,dTV_skew,dTV_kurt,dTV_quar1,dTV_medi,dTV_quar3,dTV_iqr,dVt_max,dVt_min,dVt_mean,dVt_var,dVt_skew,dVt_kurt,dVt_quar1,dVt_medi,dVt_quar3,dVt_iqr,dQ_pos,dQ_area,dT_pos,dT_area
10,0.9932945315774337,29.97,,,,0.9932913243160658,-3.2072613679087324e-06,0.40006551459478534,0.16565820204358597,0.3009512680995885,-1.6972947283908353,0.008908172690628258,0.21478269194439845,0.8599760197888631,0.8510678470982348,3.500000033319368,2.7999999279493943,3.1499999999455968,0.04091508154678718,-7.95899448843203e-09,-1.200000016191528,2.9749999473241857,3.1499999572576414,3.3249999780832176,0.35000003075903185,34.517023034852365,29.736562311122842,31.60753246722597,3.5077074054381465,0.3072215209866759,-1.642943534797181,29.82243537902793,30.977956217228865,33.60201234184588,3.7795769628179485,29.97,0.0,14.985,74.99992499999999,0.0,-1.199999999999999,7.4925,14.985,22.4775,14.985,0.01571812989740451,-6.454169783735921,-1.4177379539273107,3.2081702589494316,-1.3814111988372137,0.7101997975277938,-2.1401588827503133,-0.5380103002997885,-0.13269943337401746,2.007459449376296,9.361592312623543,-50.86734892619279,-6.763540385671377,83.92909886166919,-1.6833813253626233,3.165371353476784,-10.464496761551345,-3.6533858948678244,0.0,10.464496761551345,0.02335818411152809,0.023356050503764436,0.023356694743701934,1.832092538186719e-13,0.6873636226546836,-0.6853804554504586,0.023356303158600156,0.023356614918746743,0.02335695265892923,6.495003290751811e-07,3.359159171277962,-0.9932945315774324,3.3794794946570703,-4.737424798768352
11,0.9935496049440736,29.97,,,,0.993543861955679,-5.742988394624921e-06,0.4002482400732024,0.1661282728583389,0.3003484003616555,-1.6996165544213229,0.008769735721291805,0.2124694202711352,0.8612610865132695,0.8524913507919777,3.500000033319368,2.7999999279493943,3.1499999999455968,0.04091508154678718,-7.95899448843203e-09,-1.200000016191528,2.9749999473241857,3.1499999572576414,3.3249999780832176,0.35000003075903185,34.591586142234306,29.676770993718996,31.60648135344386,3.7997660372893716,0.27295367828594175,-1.6722860189725162,29.713176727294535,31.02991320487484,33.636586517864785,3.9234097905702505,29.97,0.0,14.985,74.99992499999999,0.0,-1.199999999999999,7.4925,14.985,22.4775,14.985,0.019272749456849425,-6.519676966386271,-1.4181176330521403,3.266790672574981,-1.4119156710168115,0.8198006325311722,-2.097131686818358,-0.5387465366542301,-0.13247065290571625,1.9646610339126416,6.049564531105716,-46.9169717364457,-6.964208553462365,96.50279671059155,-1.7318434275298253,2.9004173790784202,-10.805207813343259,-3.3127032616885117,0.0,10.805207813343259,0.02335818411152809,0.023356050503764436,0.023356694743701934,1.832092538186719e-13,0.6873636226546836,-0.6853804554504586,0.023356303158600156,0.023356614918746743,0.02335695265892923,6.495003290751811e-07,3.340940950317382,-0.9935496049440729,3.223923915685965,-4.87840941493939
12,0.9937154233994091,29.97,,,,0.9937066026057818,-8.820793627254602e-06,0.4007798489475694,0.16637328254891554,0.2987349456163392,-1.7012757464024335,0.008796903798735201,0.21341872799069314,0.8625309419404769,0.8537340381417416,3.500000033319368,2.7999999279493943,3.1499999999455968,0.04091508154678718,-7.95899448843203e-09,-1.200000016191528,2.9749999473241857,3.1499999572576414,3.3249999780832176,0.35000003075903185,34.551466851545875,29.602344974344096,31.576953615504944,3.8662487465719217,0.24576177625242215,-1.6976690983541145,29.658020019530866,31.055259401246808,33.63273117331006,3.9747111537791966,29.97,0.0,14.985,74.99992499999999,0.0,-1.199999999999999,7.4925,14.985,22.4775,14.985,0.019075769092384398,-6.580663601618852,-1.4183259268971347,3.276651347566005,-1.4136849462795953,0.8206042228163968,-2.1220752978816506,-0.5433601713305798,-0.13191674128585928,1.9901585565957913,8.420696400429733,-51.06879520390794,-7.063540769859383,102.70854473649254,-1.8534719700276059,3.629819352743656,-11.296618365800896,-3.160333122679731,0.0,11.296618365800896,0.02335818411152809,0.023356050503764436,0.023356694743701934,1.832092538186719e-13,0.6873636226546836,-0.6853804554504586,0.023356303158600156,0.023356614918746743,0.02335695265892923,6.495003290751811e-07,3.340940950317382,-0.9937017259842823,3.027026989150467,-4.948111443831002
13,0.9924482831734678,29.97,,,,0.9924501063814232,1.8232079553344187e-06,0.3990116555315152,0.16540494535616654,0.3040791715030491,-1.6961357709497016,0.008832430850886544,0.21003485248254444,0.8591615692008098,0.8503291383499232,3.500000033319368,2.7999999279493943,3.1499999999455968,0.04091508154678718,-7.95899448843203e-09,-1.200000016191528,2.9749999473241857,3.1499999572576414,3.3249999780832176,0.35000003075903185,34.632475495585254,29.56354663371222,31.539891295105605,3.971842376290524,0.2902219802885769,-1.6618888704356864,29.60834625695531,30.852254647138878,33.648392969425956,4.0400467124706445,29.97,0.0,14.985,74.99992499999999,0.0,-1.199999999999999,7.4925,14.985,22.4775,14.985,0.018582744573784282,-6.4337820388352895,-1.4165114512300625,3.2166731129946857,-1.3848360096912236,0.7160405510745669,-2.119438175869959,-0.5441235306712429,-0.13071096971642737,1.988727206153532,7.9506222296004125,-43.03483804996358,-7.123390447214199,100.4818514812378,-1.5651669024223316,2.1582003351437633,-11.95839900014471,-3.2416114125517197,0.0,11.95839900014471,0.02335818411152809,0.023356050503764436,0.023356694743701934,1.832092538186719e-13,0.6873636226546836,-0.6853804554504586,0.023356303158600156,0.023356614918746743,0.02335695265892923,6.495003290751811e-07,3.381581597075599,-0.9924308180074239,2.933133081122863,-4.990021348246428
14,0.9929922192227943,29.97,,,,0.9929885347400315,-3.684482762890352e-06,0.40027833950316166,0.16603092382106724,0.2997863356784976,-1.700280182974175,0.008800202108683184,0.2132055847765743,0.8615227797607604,0.8527225776520773,3.500000033319368,2.7999999279493943,3.1499999999455968,0.04091508154678718,-7.95899448843203e-09,-1.200000016191528,2.9749999473241857,3.1499999572576414,3.3249999780832176,0.35000003075903185,34.76904537797583,29.737757443056346,31.72952395457688,3.981110605971879,0.2714045322986082,-1.681962957385075,29.782220840453718,31.07133313572105,33.878057957786275,4.095837117332557,29.97,0.0,14.985,74.99992499999999,0.0,-1.199999999999999,7.4925,14.985,22.4775,14.985,0.0184598160315792,-6.49342561689582,-1.4173205841960241,3.25524195734505,-1.4009270490905321,0.7674045999248449,-2.1392086400532566,-0.5390684700931274,-0.13345198807528857,2.005756651977968,6.74473342148849,-48.68513637943761,-7.117593431433457,98.84297206697718,-1.8290732431111052,3.4054750646347696,-10.82083853531185,-3.3611186421476305,0.0,10.82083853531185,0.02335818411152809,0.023356050503764436,0.023356694743701934,1.832092538186719e-13,0.6873636226546836,-0.6853804554504586,0.023356303158600156,0.023356614918746743,0.02335695265892923,6.495003290751811e-07,3.340940950317382,-0.9929920331735509,3.389990006749713,-4.986824537521805
15,0.9931116737409006,29.97,,,,0.9933811212803746,0.00026944753947399317,0.40127422793768497,0.16653300351818728,0.29666607497704894,-1.7035198824436613,0.00887393826932065,0.21506934889110318,0.8636520240324558,0.8547780857631351,3.500000033319368,2.7999999279493943,3.1499999999455968,0.04091508154678718,-7.95899448843203e-09,-1.200000016191528,2.9749999473241857,3.1499999572576414,3.3249999780832176,0.35000003075903185,34.83585824971817,29.845029577159465,31.82852070565758,3.949655697731143,0.23916777730841995,-1.7151878011028214,29.874613794480403,31.23923142356121,33.89525760439841,4.020643809918006,29.97,0.0,14.985,74.99992499999999,0.0,-1.199999999999999,7.4925,14.985,22.4775,14.985,0.01811171221951735,-6.62226379110561,-1.4174291098196665,3.284389055254589,-1.4105304487951609,0.7960681164751278,-2.0896735529025285,-0.5257775820089421,-0.13376107671804782,1.9559124761844808,7.897345631623466,-50.809404909006844,-7.125019377793038,103.179054280523,-1.8872857322841625,3.6788698584106303,-10.11889862944463,-3.6869394825262134,0.0,10.11889862944463,0.02335818411152809,0.023356050503764436,0.023356694743701934,1.832092538186719e-13,0.6873636226546836,-0.6853804554504586,0.023356303158600156,0.023356614918746743,0.02335695265892923,6.495003290751811e-07,3.345145155154439,-0.9930843957403751,3.265965964056534,-4.990301990562872
16,0.9917588371864265,29.97,,,,0.9918349715196602,7.613433323361524e-05,0.39937470594542784,0.16554080962751502,0.30118941966783896,-1.6997942696637283,0.008831376514931875,0.2101064735556888,0.860107220255832,0.8512758437409002,3.500000033319368,2.7999999279493943,3.1499999999455968,0.04091508154678718,-7.95899448843203e-09,-1.200000016191528,2.9749999473241857,3.1499999572576414,3.3249999780832176,0.35000003075903185,34.596489662013894,29.606237697070938,31.603063835278316,3.9260416042447246,0.24304569077996116,-1.7067203935885011,29.668017317243716,31.001637130829184,33.653276292900856,3.985258975657139,29.97,0.0,14.985,74.99992499999999,0.0,-1.199999999999999,7.4925,14.985,22.4775,14.985,0.01869971672186832,-6.519237137131768,-1.4155780969178782,3.2518426553742983,-1.406155643144409,0.7867440581057719,-2.070613657699539,-0.5334712013556437,-0.13252363249431098,1.938090025205228,6.923762903403258,-49.09497867340178,-7.088001080232738,110.36769226349841,-1.8477937870095646,3.3271875578548027,-10.704934356254853,-3.4766894637759833,0.0,10.704934356254853,0.02335818411152809,0.023356050503764436,0.023356694743701934,1.832092538186719e-13,0.6873636226546836,-0.6853804554504586,0.023356303158600156,0.023356614918746743,0.02335695265892923,6.495003290751811e-07,3.343743753542087,-0.9917588371864262,3.3535535648285526,-4.958698982082258
17,0.9920010577858901,29.97,,,,0.9919996069217198,-1.4508641702749522e-06,0.4002746660191573,0.16566362893272155,0.2977680241901802,-1.7014418682077688,0.008869617176009224,0.21532021795725514,0.860968002058923,0.8520983848829138,3.500000033319368,2.7999999279493943,3.1499999999455968,0.04091508154678718,-7.95899448843203e-09,-1.200000016191528,2.9749999473241857,3.1499999572576414,3.3249999780832176,0.35000003075903185,34.91252828591201,29.914473128653537,31.840995698147776,3.7788078882904093,0.2754524029058791,-1.6745063979531067,29.947930349247947,31.212483473718443,33.883294123611435,3.9353637743634877,29.97,0.0,14.985,74.99992499999999,0.0,-1.199999999999999,7.4925,14.985,22.4775,14.985,0.02112028184156234,-6.476622461193216,-1.4158965662551188,3.244574607341214,-1.4022634021510838,0.776211193552319,-2.1137317725309686,-0.5371504871740242,-0.13202028480019656,1.981711487730772,5.353877792415005,-45.14635150819595,-7.081752581008954,92.30626482055357,-1.6993369279964146,2.807160408109292,-11.172083097242648,-3.7960221555094904,0.0,11.172083097242648,0.02335818411152809,0.023356050503764436,0.023356694743701934,1.832092538186719e-13,0.6873636226546836,-0.6853804554504586,0.023356303158600156,0.023356614918746743,0.02335695265892923,6.495003290751811e-07,3.354254265634729,-0.9919957109582263,3.2078077971439134,-4.958224544456935
18,0.9924978364058004,29.97,,,,0.9924897748170688,-8.061588731583322e-06,0.4004375557013816,0.16602268097548653,0.29913318985520015,-1.7013110366746367,0.008854693117163418,0.21387700387784261,0.8625006578510652,0.8536459647339018,3.500000033319368,2.7999999279493943,3.1499999999455968,0.04091508154678718,-7.95899448843203e-09,-1.200000016191528,2.9749999473241857,3.1499999572576414,3.3249999780832176,0.35000003075903185,35.09969002931733,29.833782765942093,31.902957337206644,4.426669985674783,0.28437934981941354,-1.6834719403020024,29.871814727782812,31.094757008684645,34.179367807418416,4.307553079635603,29.97,0.0,14.985,74.99992499999999,0.0,-1.199999999999999,7.4925,14.985,22.4775,14.985,0.01837556672938412,-6.403288034228524,-1.4165883012596765,3.248843361791587,-1.3916767497532778,0.724586130697416,-2.127902194849071,-0.5363718806423208,-0.13220563060164614,1.9956965642474247,6.129346084286226,-43.260456601266924,-7.470485335612985,107.10041953791958,-1.5906080713829527,1.9589335795078533,-11.525359411648424,-2.7930212611154275,0.0,11.525359411648424,0.02335818411152809,0.023356050503764436,0.023356694743701934,1.832092538186719e-13,0.6873636226546836,-0.6853804554504586,0.023356303158600156,0.023356614918746743,0.02335695265892923,6.495003290751811e-07,3.3416416511235583,-0.9924849023960698,2.8959959383955267,-5.227875301534066
19,0.9896870627809518,29.97,,,,0.989676180176664,-1.0882604287706215e-05,0.3978513897920545,0.16440459891890982,0.3035402934969909,-1.6967214281404976,0.008796017631992956,0.2097048727839453,0.8567168819521066,0.8479208643201136,3.500000033319368,2.7999999279493943,3.1499999999455968,0.04091508154678718,-7.95899448843203e-09,-1.200000016191528,2.9749999473241857,3.1499999572576414,3.3249999780832176,0.35000003075903185,34.73717752123157,29.638037777289572,31.612554649231658,4.003107016993919,0.2995612905176887,-1.652985744023841,29.692751652354623,30.879220625511284,33.706881198589564,4.0141295462349404,29.97,0.0,14.985,74.99992499999999,0.0,-1.199999999999999,7.4925,14.985,22.4775,14.985,0.017694303220028296,-6.44983284573857,-1.4125661902833921,3.2038706378610633,-1.3897868557419024,0.7308140977679929,-2.1073496330650396,-0.5396970599846238,-0.12963227833181157,1.977717354733228,8.611581424538599,-45.288928796133405,-7.281279048174906,93.098500261488,-1.5873374034875882,2.3705265683662002,-11.452556246511449,-4.082949954796277,0.0,11.452556246511449,0.02335818411152809,0.023356050503764436,0.023356694743701934,1.832092538186719e-13,0.6873636226546836,-0.6853804554504586,0.023356303158600156,0.023356614918746743,0.02335695265892923,6.495003290751811e-07,3.3843844003003034,-0.9896707711260633,2.845545480350844,-5.098108917715942
